hrs1,sex,racecen1,mntlhlth,depress,wrkstat
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Other
40,MALE,WHITE,2,Yes,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
30,FEMALE,WHITE,15,No,Working part time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
75,FEMALE,ASIAN INDIAN,1,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,5,No,"With a job, but not at work because of temporary illness, vacation, strike"
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
40,FEMALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
10,FEMALE,WHITE,30,Yes,Working part time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
40,MALE,WHITE,0,No,Working full time
.n:  No answer,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,.n:  No answer
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
40,MALE,WHITE,0,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Other
20,MALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
40,MALE,CHINESE,0,No,Working part time
40,FEMALE,BLACK OR AFRICAN AMERICAN,20,Yes,Working full time
34,MALE,WHITE,0,No,Working full time
.i:  Inapplicable,MALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
37,FEMALE,BLACK OR AFRICAN AMERICAN,2,No,Working part time
40,MALE,FILIPINO,0,No,Working full time
12,FEMALE,WHITE,15,Yes,Working part time
52,MALE,BLACK OR AFRICAN AMERICAN,0,Yes,Working full time
20,MALE,WHITE,0,No,Working part time
.i:  Inapplicable,FEMALE,SOME OTHER RACE,.i:  Inapplicable,.i:  Inapplicable,Retired
40,MALE,WHITE,2,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
45,FEMALE,WHITE,30,Yes,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
30,FEMALE,WHITE,4,Yes,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
40,MALE,WHITE,.d:  Do not Know/Cannot Choose,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
40,FEMALE,WHITE,5,Yes,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Other
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
20,MALE,WHITE,0,No,Working part time
.i:  Inapplicable,MALE,WHITE,6,Yes,"With a job, but not at work because of temporary illness, vacation, strike"
38,FEMALE,WHITE,4,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
45,MALE,WHITE,0,No,Working full time
16,FEMALE,WHITE,15,No,Working part time
40,MALE,CHINESE,0,No,Working full time
39,FEMALE,FILIPINO,0,No,Working full time
28,MALE,WHITE,4,No,Working part time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Other
0,MALE,WHITE,0,No,Working part time
40,MALE,WHITE,20,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
22,FEMALE,OTHER PACIFIC ISLANDER,5,No,Working part time
50,FEMALE,WHITE,8,Yes,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,In school
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
50,FEMALE,WHITE,0,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Other
80,FEMALE,WHITE,21,No,Working full time
42,FEMALE,.i:  Inapplicable,1,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,FILIPINO,.i:  Inapplicable,.i:  Inapplicable,Keeping house
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
16,MALE,WHITE,0,No,Working part time
40,MALE,WHITE,10,No,Working full time
.i:  Inapplicable,FEMALE,ASIAN INDIAN,.i:  Inapplicable,.i:  Inapplicable,Keeping house
40,FEMALE,WHITE,5,Yes,Working full time
40,FEMALE,ASIAN INDIAN,-97,.s:  Skipped on Web,Working full time
30,MALE,WHITE,0,No,Working part time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,In school
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
0,MALE,WHITE,3,Yes,Working part time
40,FEMALE,WHITE,0,Yes,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
89+ hrs,MALE,SOME OTHER RACE,1,No,Working full time
.i:  Inapplicable,FEMALE,AMERICAN INDIAN OR ALASKA NATIVE,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
40,MALE,WHITE,0,Yes,Working full time
45,MALE,BLACK OR AFRICAN AMERICAN,0,Yes,Working full time
.i:  Inapplicable,MALE,CHINESE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Other
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Other
12,FEMALE,WHITE,3,Yes,Working part time
.i:  Inapplicable,FEMALE,WHITE,4,Yes,"With a job, but not at work because of temporary illness, vacation, strike"
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
40,FEMALE,BLACK OR AFRICAN AMERICAN,15,Yes,Working full time
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
40,FEMALE,WHITE,0,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,HISPANIC,3,Yes,"With a job, but not at work because of temporary illness, vacation, strike"
37,FEMALE,WHITE,0,No,Working full time
50,FEMALE,CHINESE,28,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,1,No,"With a job, but not at work because of temporary illness, vacation, strike"
41,MALE,WHITE,6,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Other
32,MALE,WHITE,0,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
42,FEMALE,WHITE,0,No,Working full time
40,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Working full time
40,FEMALE,AMERICAN INDIAN OR ALASKA NATIVE,0,No,Working full time
20,FEMALE,.n:  No answer,5,No,Working part time
.i:  Inapplicable,FEMALE,WHITE,2,Yes,"With a job, but not at work because of temporary illness, vacation, strike"
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Other
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
40,MALE,WHITE,0,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Other
54,MALE,HISPANIC,0,No,Working full time
55,MALE,HISPANIC,0,Yes,Working full time
40,FEMALE,HISPANIC,0,Yes,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
60,MALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
30,FEMALE,HISPANIC,0,No,Working part time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
40,MALE,WHITE,0,No,Working full time
50,MALE,WHITE,10,Yes,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
5,FEMALE,.n:  No answer,0,No,Working full time
40,MALE,WHITE,0,No,Working full time
60,MALE,HISPANIC,0,No,Working full time
.i:  Inapplicable,FEMALE,SOME OTHER RACE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
70,MALE,WHITE,6,Yes,Working part time
24,FEMALE,SOME OTHER RACE,30,Yes,Working part time
40,MALE,WHITE,1,No,Working full time
65,FEMALE,OTHER PACIFIC ISLANDER,0,No,Working full time
.i:  Inapplicable,FEMALE,HISPANIC,.i:  Inapplicable,.i:  Inapplicable,Keeping house
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,In school
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
32,FEMALE,WHITE,0,No,Working full time
60,FEMALE,WHITE,5,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,In school
.i:  Inapplicable,FEMALE,FILIPINO,.i:  Inapplicable,.i:  Inapplicable,Retired
40,MALE,WHITE,0,No,Working full time
.i:  Inapplicable,MALE,SOME OTHER RACE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
.i:  Inapplicable,MALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
40,FEMALE,WHITE,0,No,Working full time
40,MALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
20,FEMALE,WHITE,0,No,Working part time
40,MALE,WHITE,4,No,Working full time
60,MALE,VIETNAMESE,0,Yes,Working full time
40,FEMALE,WHITE,0,No,Working full time
47,MALE,WHITE,0,No,Working full time
55,FEMALE,WHITE,28,No,Working full time
45,MALE,WHITE,0,No,Working full time
50,MALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
.i:  Inapplicable,FEMALE,HISPANIC,.i:  Inapplicable,.i:  Inapplicable,Keeping house
50,FEMALE,WHITE,.n:  No answer,No,Working full time
40,FEMALE,WHITE,1,Yes,Working full time
40,MALE,HISPANIC,0,No,Working full time
40,FEMALE,AMERICAN INDIAN OR ALASKA NATIVE,0,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Other
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,In school
0,FEMALE,WHITE,3,Yes,Working full time
40,FEMALE,WHITE,8,No,Working full time
.i:  Inapplicable,MALE,WHITE,5,No,"With a job, but not at work because of temporary illness, vacation, strike"
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,AMERICAN INDIAN OR ALASKA NATIVE,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
.i:  Inapplicable,MALE,ASIAN INDIAN,.i:  Inapplicable,.i:  Inapplicable,Keeping house
40,FEMALE,AMERICAN INDIAN OR ALASKA NATIVE,0,No,Working full time
40,FEMALE,WHITE,7,No,Working full time
.i:  Inapplicable,FEMALE,AMERICAN INDIAN OR ALASKA NATIVE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
20,FEMALE,AMERICAN INDIAN OR ALASKA NATIVE,2,No,Working part time
.i:  Inapplicable,FEMALE,AMERICAN INDIAN OR ALASKA NATIVE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Other
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Other
42,MALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
20,FEMALE,BLACK OR AFRICAN AMERICAN,30,Yes,Working full time
40,FEMALE,WHITE,0,No,Working full time
0,MALE,WHITE,10,Yes,Working full time
6,MALE,WHITE,30,Yes,Working part time
.i:  Inapplicable,MALE,SOME OTHER RACE,.i:  Inapplicable,.i:  Inapplicable,Other
40,MALE,.i:  Inapplicable,.i:  Inapplicable,.i:  Inapplicable,Working full time
40,FEMALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
52,FEMALE,AMERICAN INDIAN OR ALASKA NATIVE,30,Yes,Working full time
40,FEMALE,WHITE,3,Yes,Working full time
40,FEMALE,WHITE,1,No,Working full time
50,FEMALE,WHITE,10,Yes,Working full time
.i:  Inapplicable,MALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
45,MALE,WHITE,5,Yes,Working full time
40,MALE,WHITE,4,Yes,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
55,MALE,WHITE,0,No,Working full time
50,FEMALE,WHITE,0,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,CHINESE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
40,MALE,WHITE,1,No,Working full time
20,FEMALE,WHITE,5,Yes,Working part time
40,MALE,WHITE,2,No,Working full time
37,MALE,WHITE,0,No,Working full time
50,FEMALE,WHITE,2,Yes,Working full time
40,FEMALE,WHITE,5,Yes,Working full time
.i:  Inapplicable,FEMALE,WHITE,2,No,"With a job, but not at work because of temporary illness, vacation, strike"
45,FEMALE,WHITE,30,No,Working full time
40,FEMALE,WHITE,25,Yes,Working full time
45,MALE,WHITE,6,No,Working full time
60,FEMALE,WHITE,0,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
40,FEMALE,WHITE,0,No,Working full time
48,MALE,WHITE,0,No,Working full time
40,FEMALE,WHITE,30,Yes,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
89+ hrs,MALE,WHITE,0,No,Working full time
10,MALE,WHITE,0,No,Working part time
40,MALE,WHITE,4,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
40,FEMALE,WHITE,15,Yes,Working full time
45,MALE,WHITE,30,No,Working full time
40,FEMALE,WHITE,5,Yes,Working full time
42,FEMALE,WHITE,0,No,Working full time
.i:  Inapplicable,FEMALE,HISPANIC,.i:  Inapplicable,.i:  Inapplicable,Keeping house
40,MALE,OTHER ASIAN,2,No,Working full time
45,MALE,WHITE,2,Yes,Working full time
46,MALE,WHITE,0,No,Working full time
40,MALE,SOME OTHER RACE,0,No,Working full time
40,MALE,WHITE,0,No,Working full time
40,FEMALE,HISPANIC,0,Yes,Working full time
40,FEMALE,WHITE,.n:  No answer,.d:  Do not Know/Cannot Choose,Working full time
.i:  Inapplicable,FEMALE,.n:  No answer,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
20,FEMALE,AMERICAN INDIAN OR ALASKA NATIVE,10,Yes,Working full time
40,FEMALE,WHITE,0,No,Working full time
40,MALE,WHITE,0,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
.i:  Inapplicable,FEMALE,WHITE,0,No,"With a job, but not at work because of temporary illness, vacation, strike"
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
40,MALE,WHITE,0,No,Working full time
50,MALE,WHITE,0,No,Working full time
40,MALE,WHITE,13,No,Working full time
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Other
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
45,MALE,WHITE,0,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
50,FEMALE,WHITE,1,No,Working full time
20,FEMALE,VIETNAMESE,0,No,Working part time
40,MALE,HISPANIC,0,No,Working full time
50,MALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
40,FEMALE,HISPANIC,20,Yes,Working full time
40,FEMALE,WHITE,0,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Other
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
55,MALE,WHITE,10,Yes,Working full time
65,MALE,WHITE,0,Yes,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,HISPANIC,.i:  Inapplicable,.i:  Inapplicable,Keeping house
40,MALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
.i:  Inapplicable,FEMALE,SOME OTHER RACE,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
40,FEMALE,BLACK OR AFRICAN AMERICAN,10,No,Working full time
35,MALE,HISPANIC,7,Yes,Working part time
0,MALE,WHITE,0,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
24,FEMALE,WHITE,5,No,Working part time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
40,FEMALE,WHITE,0,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
40,MALE,WHITE,0,No,Working full time
40,MALE,WHITE,0,No,Working part time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
5,MALE,WHITE,10,No,Working part time
40,FEMALE,WHITE,3,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
40,MALE,WHITE,0,No,Working full time
30,MALE,WHITE,0,No,Working part time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
45,MALE,WHITE,0,No,Working full time
40,MALE,WHITE,15,No,Working full time
10,FEMALE,WHITE,0,No,Working part time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
50,FEMALE,WHITE,0,No,Working full time
29,FEMALE,WHITE,0,No,Working part time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
85,FEMALE,WHITE,0,Yes,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
40,FEMALE,WHITE,0,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
16,FEMALE,WHITE,0,Yes,Working part time
15,FEMALE,WHITE,0,No,Working part time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
50,MALE,WHITE,0,No,Working full time
18,FEMALE,WHITE,0,Yes,Working part time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
45,MALE,WHITE,10,Yes,Working full time
40,MALE,WHITE,0,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,MALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
50,MALE,BLACK OR AFRICAN AMERICAN,3,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
38,MALE,WHITE,0,No,Working full time
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
60,MALE,WHITE,0,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
80,FEMALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
.i:  Inapplicable,FEMALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Keeping house
30,FEMALE,BLACK OR AFRICAN AMERICAN,3,No,Working full time
46,MALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
40,MALE,BLACK OR AFRICAN AMERICAN,0,No,Working full time
60,FEMALE,BLACK OR AFRICAN AMERICAN,15,No,Working full time
54,MALE,BLACK OR AFRICAN AMERICAN,0,Yes,Working full time
.i:  Inapplicable,MALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,Retired
.n:  No answer,FEMALE,BLACK OR AFRICAN AMERICAN,3,No,Working full time
.i:  Inapplicable,MALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
.i:  Inapplicable,FEMALE,BLACK OR AFRICAN AMERICAN,.i:  Inapplicable,.i:  Inapplicable,"Unemployed, laid off, looking for work"
56,MALE,WHITE,30,Yes,Working full time
30,FEMALE,HISPANIC,0,No,Working part time
45,MALE,WHITE,0,Yes,Working full time
53,FEMALE,WHITE,6,Yes,Working part time
30,FEMALE,BLACK OR AFRICAN AMERICAN,20,Yes,Working part time
25,FEMALE,BLACK OR AFRICAN AMERICAN,10,No,Working part time
40,MALE,WHITE,0,No,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Retired
40,MALE,WHITE,15,.d:  Do not Know/Cannot Choose,Working full time
.i:  Inapplicable,MALE,WHITE,.i:  Inapplicable,.i:  Inapplicable,Other
